,tweets
2134,"De Blasio Says NYC Facing $9 BILLION Deficit Due to Shutdown, Asks For Help ‘From Washington’ https://t.co/MNxRdxEIBy"
2135,‘The Obama-Biden Administration Has Been Caught Red-Handed’ on Unmasking https://t.co/06wtVPolva
2136,Joe Biden: ‘I’m Going to Beat Joe Biden’ https://t.co/QKc14cA7wI
2137,"NYT, Twitter Rip Trump for Using Word ‘Thug,’ Obama Used Same Term in 2015 https://t.co/10aiTnRPrY"
2138,TRUMP on SPYING: ‘When the Papers Come Out’ You’ll See Obama ‘Knew Everything’ https://t.co/bZ7fFhGuyR
2139,Clinton Aides Spent Millions to Push Russia Hoax AFTER Trump’s Inauguration https://t.co/HFbigp9jNN
2140,Twitter Keeps Digging: Censors President Again https://t.co/nJqP1akayx
2141,CNN’s VAN JONES: ‘White Liberal Hillary Clinton Supporters’ More Worrisome than KKK Members https://t.co/lq8ALkl3Xh
2142,"NYT, Twitter Rip Trump for Using Word ‘Thug,’ Obama Used Same Term in 2015 https://t.co/IoyQ3ZInRH"
2143,"Hillary Says Trump ‘Calling for Violence Against Americans,’ Country Needs ‘Honest Reckoning’ https://t.co/R5eLQHzmVz"
2144,"SUNSHINE SUCCESS: DeSantis Unveils ‘Hurricane Tax Holiday,’ Starts Co-VID Testing Sites at Home Depot, Publix https://t.co/6LxOlpMnIl"
2145,"2011 Biden Speech Strokes Communist Ego, Welcomes China Into ‘All Levels Of Government’ https://t.co/L2VMeihXMz"
2146,WHO’S THE BOSS? Trump ‘Terminates’ US Relationship with World Health Organization https://t.co/LdLK3vIo6b
2147,CNN’s VAN JONES: ‘White Liberal Hillary Clinton Supporters’ More Worrisome than KKK Members https://t.co/qSGLWozaRK
2148,"In Russia collusion hoax, Rod Rosenstein must be held accountable for his flagrant misconduct https://t.co/1s9q6gOWrO"
2149,"UPDATE: Fired Police Officer Charged with 3rd Degree Murder, Manslaughter in Death of George Floyd https://t.co/qPVPxrIlmU"
2150,SLOW THE SPREAD: DC Mayor Reduces Citywide Speed Limit to 20 Miles Per Hour to Stop Coronavirus https://t.co/UUeGU19X08
2151,BREAKING NOW: Fired Minneapolis Police Officer Arrested for Death of George Floyd https://t.co/oWfS70TDk8
2152,"DOUBLE STANDARD: NYT, Twitter Rip Trump for Using Word ‘Thug,’ Obama Used Same Term in 2015 https://t.co/vt1GfaD1TS"
2153,REPORT: Gunshot Fired into GOP Offices in Arizona During Local ‘MAGA Meet Up’ Event https://t.co/91xCKrSeqK
2154,"TOO FAR? Hillary Says Trump ‘Calling for Violence Against Americans,’ Country Needs ‘Honest Reckoning’ https://t.co/VYx0EmVowQ"
2155,PELOSI: Americans Should Be Allowed to ‘Vote By Mail’ in 2020 Because It’s a ‘Personal Health Issue’ https://t.co/0qeIzDxS88
2156,WATCH: Protesters Set Off Fireworks as Minneapolis 3rd Police Precinct Burns to the Ground https://t.co/lUVh0xczh6
2157,DOUBLE STANDARD: FCC Chair Asks If Twitter Will Censor Iranian Leader’s Rants Against ‘Cancerous’ Israel https://t.co/mKoAqwyNjf
2158,TRUMP on SOCIALS: ‘I Will Not Let the American People be Bullied By These Giant Corporations’ https://t.co/5Ls28tNn5G
2159,There is a lot to this sordid story … and many more questions for the reprehensible Rosenstein - @GreggJarrett  https://t.co/jcKOusm17F
2160,"MINNEAPOLIS UPDATE: President Trump Says Military Available to Stop Looting, Restore Peace https://t.co/agDtcZil0p"
2161,"CAMPAIGN SHUTDOWN: AOC Challenger Drops Out of the Race, Blames Cuomo’s ‘Draconian’ Shutdown https://t.co/ENbduTBemY"
2162,TRUMP on SPYING: ‘When the Papers Come Out’ You’ll See Obama ‘Knew Everything’ https://t.co/wodrsWDZUx
2163,Where Was the Mayor of Minneapolis? https://t.co/GYWjcyorGx
2164,"FBI Document From, To, and Approved by Peter Strzok Provides Smoking Gun Russia Collusion Was ‘Illicit, Made-Up Investigation’ https://t.co/9YG9hXeIad"
2165,AOC ERUPTS: Ocasio-Cortez Claims Social Media Companies Rely on ‘White Supremacists’ to be ‘Successful’ https://t.co/cVE8uHLYzD
2166,"KERIK on HANNITY: George Floyd’s Arrest ‘Defies Logic, Common Sense, Training, Police Procedure’ https://t.co/fvBKmoQFOZ"
2167,REPORT: The Attorney General Asks US Attorney to ‘Review Unmasking’ of Trump Associates in 2016 https://t.co/FHVJImQbAF
2168,New Book Exposes Sexual Relationship Between Bill Clinton and Epstein Confidant Ghislaine Maxwell 👇https://t.co/Vgxf14VsN6
2169,*BREAKING NOW* https://t.co/tpXKdZLEVJ
2170,More Flynn Documents To Come? https://t.co/TDIIm00joC
2171,REPORT: The Attorney General Asks US Attorney to ‘Review Unmasking’ of Trump Associates in 2016 https://t.co/j08JdevDLX
2172,"KERIK on HANNITY: George Floyd’s Arrest ‘Defies Logic, Common Sense, Training, Police Procedure’ https://t.co/tIYxPtqG0R"
2173,ADD IT TO THE LIST: Bernie Sanders Says ‘We Need High-Speed Internet For All’ to Survive Pandemic https://t.co/b1Sa5IahrO
2174,"CRENSHAW to GRADS: ‘We Are Becoming Fragile, Frightened… That Won’t Help You When Hard Times Come’ https://t.co/8oFc8LHPvF"
2175,"MISSING DEMOCRATS: McCarthy Blasts Absent Lawmakers, Says Constitution ‘Requires In-Person’ Voting https://t.co/3IppMsfJ5U"
2176,TRUMP on SPYING: ‘When the Papers Come Out’ You’ll See Obama ‘Knew Everything’ https://t.co/TzUKlfXbQv
2177,‘DOUBLE STANDARD’: Trump Says Governor Whitmer ‘Doesn’t Let People Even Breath in Michigan’ https://t.co/l1eHSVZZV7
2178,"FANCY NANCY on SHUTDOWN: ‘This is an Opportunity, Every Crisis Is!’ https://t.co/0qzU9S7Oo6"
2179,"ECONOMY SHUTDOWN: US GDP Drops -5%, Total Jobless Claims Top 40 MILLION During Virus Pandemic https://t.co/zyZD0dwG0e"
2180,"BIDEN WITHOUT TELEPROMPTER: ‘Look… Um, We Somehow… Uh.. It’s Important That… Put That BACK ON!’ https://t.co/ju9OAwaNdH"
2181,"CAMPAIGN SHUTDOWN: AOC Challenger Drops Out of the Race, Blames Cuomo’s ‘Draconian’ Shutdown https://t.co/Zsyqg0SufL"
2182,@GreggJarrett on Flynn unmasking by Obama officials: Many had ‘no business snooping’ on Trump team https://t.co/v0JO2fk1ar
2183,"Biden struggles without teleprompter, asks staff to ‘Put that back on’ https://t.co/Y9Urz4zpRw"
2184,"House to Hold First Ever ‘Proxy Vote’ Since Congress First Met in 1789, GOP Sues to Stop https://t.co/Jlowk03QEX"
2185,More Flynn Documents To Come? https://t.co/l7qIKzb1Yy
2186,China Preparing to Sue U.S. For Fictitious COVID-19 Accusations https://t.co/3v0ujTtT6k
2187,"BIDEN: Obama ‘Put Me in Charge of the Recovery Money, Which was 800… No. 80. 89. I guess 84 Billion’ https://t.co/DzsmErHDJh"
2188,Lockdown Hypocrisy: Whitmer’s Husband Attempts to Put Boat in Water at Lakefront Property After Gov Told People Not To Go https://t.co/dzSZ5mGHFH
2189,"‘IT’S GONE’: Bill De Blasio Says NYC Facing $9 BILLION Deficit Due to Shutdown, Asks For Help ‘From Washington’ https://t.co/FS2oetTcpi"
2190,BIDEN: ‘We Declared Our Independence on December 7th… It’s Not Just D-Day… Anyway…’ https://t.co/pW7p0qVi6d
2191,"BIDEN: Obama ‘Put Me in Charge of the Recovery Money, Which was 800… No. 80. 89. I guess 84 Billion’ https://t.co/ihQdFaFXBx"
2192,https://t.co/FmbmYFpGkO
2193,"BREAKING: House to Hold First Ever ‘Proxy Vote’ Since Congress First Met in 1789, GOP Sues to Stop https://t.co/Yw2xQzENIC"
2194,"‘IT’S GONE’: Bill De Blasio Says NYC Facing $9 BILLION Deficit Due to Shutdown, Asks For Help ‘From Washington’ https://t.co/gLsyRZlMag"
2195,TRUMP SAYS ‘ENOUGH’: President Tells the Nation ‘Warrantless Surveillance of Americans is WRONG!’ https://t.co/sqrlfL4nb7
2196,Whitmer’s Husband Attempts to Put Boat in Water at Lakefront Property After Gov Told People Not To Go https://t.co/bSyzFKvqc2
2197,DEVELOPING: House GOP Files Lawsuit Against Nancy Pelosi’s ‘Unconstitutional Proxy Voting Scheme’ https://t.co/rzKe6OAa6y
2198,"Seriously Andrew?
Governor is that how you say thank you?"
2199,"The largest and fastest medical mobilization in the history of mankind happened right here in America. 
11- Governor Cuomo needs to refund the “state income tax bill” he is sending to out-of-state medical professionals who put themselves in harms way in NY’s hour of need..."
2200,BIDEN: ‘We Declared Our Independence on December 7th… It’s Not Just D-Day… Anyway…’ https://t.co/6UpTsnaMR5
2201,"9-The Farmers, packers, truckers, grocery store clerks, &amp; the guys that stocked the shelves daily to feed us are heroes.
10- We learned that this amazing country is great because of “The People”...."
2202,"7- We also were reminded that all medical workers doctors, nurses, janitors inside these hospitals are all heroes.
8-The manufacturers of all our medical equipment are heroes..."
2203,"5- We learned travel bans and quarantines are smart, and not “Hysterical xenophobic fear mongering” 
6- We also all learned that the medical supply chains and food supply chains that never closed, worked perfectly because the employees wore masks..."
2204,"... so we are never reliant on Other countries like China. 
3-We have learned that protecting older Americans is crucial, as they did in FL, TX and elsewhere. 
4- We learned when we do not protect older Americans like NY, NJ, PA &amp; Michigan it is an unmitigated disaster.."
2205,"Lessons learned. 
1-The so called experts, the doctors, models and projections were all dead wrong. 
2- We learned China lied to the whole world and many died needlessly
 2a-We also learned we better start manufacturing our own medical equipment, and medicines at home..."
2206,ECONOMICS MAJOR? AOC Rips White House for Using Standard Term ‘Human Capital Stock’ https://t.co/aDBTJyHMWJ
2207,JUST RAKING LEAVES! Michigan Gov Admits Husband Traveled to Second Home to ‘Rake Leaves’ During Pandemic https://t.co/2rw0oYL5qE
2208,BIDEN on RACIAL REMARKS: Radio Host Was ‘Being a Wise Guy!’ https://t.co/sKCpMGggDL
2209,TRUMP: ‘We’re Not Going to Destroy This Country’ with ‘Fraudulent’ Mail-In Voting https://t.co/mRI10jE4kB
2210,"VIRUS UPDATE: CDC Shifts, Says It’s ‘Possible’ for Coronavirus to Spread on Surfaces Despite Previous Report https://t.co/o4rV4lHcJo"
2211,"THE PRESIDENT: Media Spreading False Narrative ‘Trump Was Slow in Reacting to CoVID, WRONG!’ https://t.co/uuniwbh1q3"
2212,Hollywood Going Wild With House Parties While Clubs Are Shutdown https://t.co/JuX08lC3CM
2213,"Joe ""30330"" Biden, born in '42, says the farthest back he can remember is the 1970s https://t.co/wp6i1gZZTO"
2214,TRUMP: New Documents ‘Make Clear that the Obama Administration Spied’ During 2016 Election https://t.co/Up609nJ1yE
2215,Trump attorney accuses Mueller of ‘monstrous lie and scheme to defraud’ https://t.co/nnUjDFBXqu
2216,"CUOMO: Coronavirus Projection Models ‘ALL WRONG,’ National Experts ‘Failed’ https://t.co/Ad0xUzOFBm"
2217,‘The Obama-Biden Administration Has Been Caught Red-Handed’ on Unmasking https://t.co/CuTmdPkms2
2218,Kayleigh McEnany is Right: Where are the Journalists? https://t.co/rgvWdY6VlY
2219,Klobuchar trolls Trump on taking drug that husband used to treat coronavirus https://t.co/NHIPXWpjjR
2220,Former CBS Reporter One Of The First ‘To Identify Myself As A Target of Illegal Spying Under Obama Admin’ https://t.co/yqLCBS9Mrg
2221,"SHUTDOWN EXTENDED: Michigan Governor Extends ‘Stay at Home’ Order, Business Closures Until June 12 https://t.co/HyQjyB3Yhj"
2222,REPORT: Coronavirus Shutdown Will ‘Cost Americans Millions of Years of Life’ https://t.co/ghn1hHIN3G
2223,Kayleigh McEnany is Right: Where are the Journalists? https://t.co/ANXUQOyGg7
2224,"GRAND THEFT AUTO: Car Robberies Jump 63% in NYC, 17% in Los Angeles During Coronavirus Shutdown https://t.co/749a3wsg6U"
2225,Ex-Independent Counsel Robert Ray predicts prosecutions from Durham probe: ‘Political scandal of the highest order’ https://t.co/zsJD6F7BDW
2226,Former CBS Reporter One Of The First ‘To Identify Myself As A Target of Illegal Spying Under Obama Admin’ https://t.co/iMWtB6r6rX
2227,FLORIDA BOUND? DeSantis Says Florida Would ‘LOVE’ to Host GOP Convention if NC Fails to Re-Open https://t.co/MZgC3yWoZ7
2228,TROUBLED WATERS: Michigan Politician Claims Governor’s Husband Asked for ‘Marina Favor’ During Shutdown https://t.co/TLZhfQ84Sq
2229,"SHUTDOWN EXTENDED: Michigan Governor Extends ‘Stay at Home’ Order, Business Closures Until June 12 https://t.co/zNHvPRMjUo"
2230,"WATCH: Residents of Manhattan Say They ‘Believe All Women,’ Just Not Those Who Accuse Democrats https://t.co/6dgRoepFvD"
2231,Kayleigh McEnany is Right: Where are the Journalists? https://t.co/V0vwQvdJf5
2232,"TOTAL CHAOS: Despite Shutdown, Chicago Sees 40 Shootings, 10 Murders, Deadliest Memorial Day in Years https://t.co/eUL6tPkfAv"
2233,LARA TRUMP: ‘The Obama-Biden Administration Has Been Caught Red-Handed’ on Unmasking https://t.co/Z5dbPjJrh0
2234,NOT YET! Bernie Says All ’50 States’ Can’t Re-Open Until ‘Testing Going On All Over This Country’ https://t.co/VOtYAmMiS4
2235,Reps Omar and Ocasio-Cortez Defend Biden Accuser Tara Reade https://t.co/3VFBIopesk
2236,Omar and Ocasio-Cortez Defend Biden Accuser Tara Reade https://t.co/ShDzYdY846
2237,"JOE EMERGES: Masked Biden Leaves Home for the First Time in Weeks, Visits War Memorial https://t.co/JiWsmWv5dG"
2238,BACK TO BUSINESS: New York Stock Exchange Re-Opens for the First Time Since CoVID Outbreak https://t.co/mREQWIi0d1
2239,CRUZ UNLEASHED: Ted TORCHES the NYT for Comparing US Military with ‘White Supremacists’ and ‘Klansmen’ https://t.co/ekDbduZcIo
2240,"CUOMO: Coronavirus Projection Models ‘ALL WRONG,’ National Experts ‘Failed’ https://t.co/pYiLrjj2Bv"
2241,REPORT: FBI Documents ‘Put Barack Obama’ Inside the ‘Obamagate Narrative’ https://t.co/qU5ViXaX3O
2242,Ex-Independent Counsel Robert Ray predicts prosecutions from Durham probe: ‘Political scandal of the highest order’ https://t.co/LWp0nAuZir
2243,TUNE IN NOW! Watch Witch Hunt: The Flynn Vindication https://t.co/MXLyo0iuSC
2244,Joe Biden: ‘I’m Going to Beat Joe Biden’ https://t.co/2A2TO1KvXv
2245,China Introduces Provocative Security Law Against Pro-Democracy Hong Kong https://t.co/FyiSqTs5MQ
2246,"HAPPY MEMORIAL DAY: AOC Mocks Capitalism, Sarcastically Says ‘Real Great System We’ve Got Here’ https://t.co/cNE4d418AD"
2247,TRUMP: Congress Should ‘Call’ Obama to ‘Testify’ on ‘Biggest Scandal in US History’ https://t.co/N2lHIQ4ubf
2248,Obamagate: Obama Must Testify https://t.co/aZUaY4L75p
2249,Clinton Aides Spent Millions to Push Russia Hoax AFTER Trump’s Inauguration https://t.co/lbMnOOvG1H
2250,Hypocrite CNN Journalist Removes PPE Mask After Questioning Trump https://t.co/hJF8nBXjk6
2251,Another Bill Ocasio-Cortez Refuses to Pay: 7-Year-Old Taxes From Failed Business https://t.co/2XQGfJjgCx
2252,WALL STREET JOURNAL: Adam Schiff ‘Knew All Along There Was No Proof of Russia-Trump Collusion’ https://t.co/ZOcWxMZQ9C
2253,PRESS SECRETARY: ‘We Cleaned Up the MESS That Was Clearly Left by President Obama’ https://t.co/8pshJoRnwq
2254,REPORT: Top Clinton Aide Says Hillary Knew in 2016 About ‘Russia Dirt Digging on Trump’ https://t.co/0eEMm2Zr6O
2255,"BUSTED: Footage Surfaces from 2017, Rice Says ‘I Know Nothing About’ Surveillance of Trump Campaign https://t.co/6L9se3ljsK"
2256,JUST KIDDING! Top Biden Advisor Says Joe Just JOKING About ‘You Ain’t Black’ Comment https://t.co/jsJEor533e
2257,JOE IN TROUBLE: New Poll Shows Trump Beating Biden in 15 BATTLEGROUND STATES https://t.co/SaxyOYA82B
2258,Democrat Indicted for Pennsylvania Election Fraud https://t.co/lu8hPKaQrB
2259,‘NO CHEATING’: Trump Threatens to Withhold Funding for States that Move to ‘Mail-In Voting’ https://t.co/q3phXIi5VQ
2260,"WATCH: Joe Biden Struggles to Call Someone on a Cell Phone, Staffer Forced to Step In https://t.co/JnLAtZrAlR"
2261,Democrat Indicted for Pennsylvania Election Fraud https://t.co/ffuL5wcCbh
2262,🤦‍♂️Biden Says Senator Tammy Baldwin Has ‘a Great Deal of Heft and Lift to Her’ https://t.co/Rbn4AW4J1B
2263,"Don't miss my friend @greggjarrett this Sunday at 8 pm on the Fox News Channel with his special ""Witch Hunt: The Flynn Vindication"" https://t.co/kZloshGv8a"
2264,Biden’s slip was a perfect illustration of exactly the way liberal elites regard the black community - @realjeffreylord https://t.co/TyCT3sCZqo
2265,FORGET IT: Virginia’s Democratic Gov Ditches Beach Restrictions After Thousands Defy His Order https://t.co/ITFvFSzdvN
2266,Pity Party: Only 55% of Democrats Think Biden Best Candidate To Run Against Trump https://t.co/mDx0oSpjhh
2267,"BREAKING: FBI opened Russia probe on third-hand ‘suggestion’ of collusion, declassified memo shows. Former FBI exec says memo shows probe should never have been opened up “in a million years” | Just The News

https://t.co/KesdiZabCZ"
2268,"...All the people along the food supply chain, the medical equipment production chain, saved NY and other states in a time of real need. If any of you “shut down” NY would not have survived. Much love, prayers and appreciation."
2269,"(2/2)
... he wears a mask and gloves like every other hero employee and thankfully NOBODY in this store has Contracted COVID 19. Many thanks to everyone around the country working in the stores like this... https://t.co/gJURRjba9H"
2270,"(1/2)
Meet Robert (19) who was on my radio show recently. He is one of the heroes who has worked in my local grocery store in LI all throughout this pandemic, keeping the shelves full. I have seen him every single week without fail... https://t.co/HqqjoaDIGW"
2271,KT McFarland: Rice Email Was a ‘Cover Your A**’ Memorandum https://t.co/zCBtiF7PSZ
2272,JUST KIDDING! Top Biden Advisor Says Joe Just JOKING About ‘You Ain’t Black’ Comment https://t.co/Nh8eLLferN
2273,China Introduces Provocative Security Law Against Pro-Democracy Hong Kong https://t.co/hCIVeHVQIe
2274,Pity Party: Only 55% of Democrats Think Biden Best Candidate To Run Against Trump https://t.co/fqTjPJtknV
2275,"HAPPY MEMORIAL DAY: AOC Mocks Capitalism, Sarcastically Says ‘Real Great System We’ve Got Here’ https://t.co/6lMtCIz86N"
